"","SECCION","distrito10","municipio10","distrito15","clave_mun15","municipio15","father10","dsi"
"1530",459,17,"El Mante",17,21,"El Mante",17,0.647
"1531",460,17,"El Mante",17,21,"El Mante",17,0.647
"1532",461,17,"El Mante",17,21,"El Mante",17,0.647
"1533",462,17,"El Mante",17,21,"El Mante",17,0.647
"1534",463,17,"El Mante",17,21,"El Mante",17,0.647
"1535",464,17,"El Mante",17,21,"El Mante",17,0.647
"1536",465,17,"El Mante",17,21,"El Mante",17,0.647
"1537",466,17,"El Mante",17,21,"El Mante",17,0.647
"1538",467,17,"El Mante",17,21,"El Mante",17,0.647
"1539",468,17,"El Mante",17,21,"El Mante",17,0.647
"1540",469,17,"El Mante",17,21,"El Mante",17,0.647
"1541",470,17,"El Mante",17,21,"El Mante",17,0.647
"1542",471,17,"El Mante",17,21,"El Mante",17,0.647
"1543",472,17,"El Mante",17,21,"El Mante",17,0.647
"1544",473,17,"El Mante",17,21,"El Mante",17,0.647
"1545",474,17,"El Mante",17,21,"El Mante",17,0.647
"1546",475,17,"El Mante",17,21,"El Mante",17,0.647
"1547",476,17,"El Mante",17,21,"El Mante",17,0.647
"1548",477,17,"El Mante",17,21,"El Mante",17,0.647
"1549",478,17,"El Mante",17,21,"El Mante",17,0.647
"1550",479,17,"El Mante",17,21,"El Mante",17,0.647
"1551",480,17,"El Mante",17,21,"El Mante",17,0.647
"1552",481,17,"El Mante",17,21,"El Mante",17,0.647
"1553",482,17,"El Mante",17,21,"El Mante",17,0.647
"1554",483,17,"El Mante",17,21,"El Mante",17,0.647
"1555",484,17,"El Mante",17,21,"El Mante",17,0.647
"1556",485,17,"El Mante",17,21,"El Mante",17,0.647
"1557",486,17,"El Mante",17,21,"El Mante",17,0.647
"1558",487,17,"El Mante",17,21,"El Mante",17,0.647
"1559",488,17,"El Mante",17,21,"El Mante",17,0.647
"1560",489,17,"El Mante",17,21,"El Mante",17,0.647
"1561",490,17,"El Mante",17,21,"El Mante",17,0.647
"1562",491,17,"El Mante",17,21,"El Mante",17,0.647
"1563",492,17,"El Mante",17,21,"El Mante",17,0.647
"1564",493,17,"El Mante",17,21,"El Mante",17,0.647
"1565",494,17,"El Mante",17,21,"El Mante",17,0.647
"1566",495,17,"El Mante",17,21,"El Mante",17,0.647
"1567",496,17,"El Mante",17,21,"El Mante",17,0.647
"1568",497,17,"El Mante",17,21,"El Mante",17,0.647
"1569",273,18,"GONZALEZ",17,12,"González",17,0.647
"1570",274,18,"GONZALEZ",17,12,"González",17,0.647
"1571",275,18,"GONZALEZ",17,12,"González",17,0.647
"1572",276,18,"GONZALEZ",17,12,"González",17,0.647
"1573",277,18,"GONZALEZ",17,12,"González",17,0.647
"1574",278,18,"GONZALEZ",17,12,"González",17,0.647
"1575",279,18,"GONZALEZ",17,12,"González",17,0.647
"1576",280,18,"GONZALEZ",17,12,"González",17,0.647
"1577",281,18,"GONZALEZ",17,12,"González",17,0.647
"1578",282,18,"GONZALEZ",17,12,"González",17,0.647
"1579",283,18,"GONZALEZ",17,12,"González",17,0.647
"1580",284,18,"GONZALEZ",17,12,"González",17,0.647
"1581",285,18,"GONZALEZ",17,12,"González",17,0.647
"1582",286,18,"GONZALEZ",17,12,"González",17,0.647
"1583",287,18,"GONZALEZ",17,12,"González",17,0.647
"1584",288,18,"GONZALEZ",17,12,"González",17,0.647
"1585",289,18,"GONZALEZ",17,12,"González",17,0.647
"1586",290,18,"GONZALEZ",17,12,"González",17,0.647
"1587",291,18,"GONZALEZ",17,12,"González",17,0.647
"1588",292,18,"GONZALEZ",17,12,"González",17,0.647
"1589",293,18,"GONZALEZ",17,12,"González",17,0.647
"1590",294,18,"GONZALEZ",17,12,"González",17,0.647
"1591",295,18,"GONZALEZ",17,12,"González",17,0.647
"1592",296,18,"GONZALEZ",17,12,"González",17,0.647
"1593",297,18,"GONZALEZ",17,12,"González",17,0.647
"1594",298,18,"GONZALEZ",17,12,"González",17,0.647
"1595",299,18,"GONZALEZ",17,12,"González",17,0.647
"1596",300,18,"GONZALEZ",17,12,"González",17,0.647
"1597",301,18,"GONZALEZ",17,12,"González",17,0.647
"1598",302,18,"GONZALEZ",17,12,"González",17,0.647
"1599",303,18,"GONZALEZ",17,12,"González",17,0.647
"1600",304,18,"GONZALEZ",17,12,"González",17,0.647
"1601",305,18,"GONZALEZ",17,12,"González",17,0.647
"1602",306,18,"GONZALEZ",17,12,"González",17,0.647
"1603",308,18,"GONZALEZ",17,12,"González",17,0.647
"1604",309,18,"GONZALEZ",17,12,"González",17,0.647
"1605",310,18,"GONZALEZ",17,12,"González",17,0.647
"1606",13,18,"ALDAMA",18,2,"Aldama",18,0.5
"1607",14,18,"ALDAMA",18,2,"Aldama",18,0.5
"1608",15,18,"ALDAMA",18,2,"Aldama",18,0.5
"1609",16,18,"ALDAMA",18,2,"Aldama",18,0.5
"1610",17,18,"ALDAMA",18,2,"Aldama",18,0.5
"1611",18,18,"ALDAMA",18,2,"Aldama",18,0.5
"1612",19,18,"ALDAMA",18,2,"Aldama",18,0.5
"1613",20,18,"ALDAMA",18,2,"Aldama",18,0.5
"1614",21,18,"ALDAMA",18,2,"Aldama",18,0.5
"1615",22,18,"ALDAMA",18,2,"Aldama",18,0.5
"1616",23,18,"ALDAMA",18,2,"Aldama",18,0.5
"1617",24,18,"ALDAMA",18,2,"Aldama",18,0.5
"1618",25,18,"ALDAMA",18,2,"Aldama",18,0.5
"1619",26,18,"ALDAMA",18,2,"Aldama",18,0.5
"1620",27,18,"ALDAMA",18,2,"Aldama",18,0.5
"1621",28,18,"ALDAMA",18,2,"Aldama",18,0.5
"1622",29,18,"ALDAMA",18,2,"Aldama",18,0.5
"1623",30,18,"ALDAMA",18,2,"Aldama",18,0.5
"1624",31,18,"ALDAMA",18,2,"Aldama",18,0.5
"1625",32,18,"ALDAMA",18,2,"Aldama",18,0.5
"1626",33,18,"ALDAMA",18,2,"Aldama",18,0.5
"1627",34,18,"ALTAMIRA",18,3,"Altamira",18,0.5
"1628",35,18,"ALTAMIRA",18,3,"Altamira",18,0.5
"1629",36,18,"ALTAMIRA",18,3,"Altamira",18,0.5
"1630",37,18,"ALTAMIRA",18,3,"Altamira",18,0.5
"1631",38,18,"ALTAMIRA",18,3,"Altamira",18,0.5
"1632",39,18,"ALTAMIRA",18,3,"Altamira",18,0.5
"1633",40,18,"ALTAMIRA",18,3,"Altamira",18,0.5
"1634",41,18,"ALTAMIRA",18,3,"Altamira",18,0.5
"1635",42,18,"ALTAMIRA",18,3,"Altamira",18,0.5
"1636",43,18,"ALTAMIRA",18,3,"Altamira",18,0.5
"1637",44,18,"ALTAMIRA",18,3,"Altamira",18,0.5
"1638",46,18,"ALTAMIRA",18,3,"Altamira",18,0.5
"1639",47,18,"ALTAMIRA",18,3,"Altamira",18,0.5
"1640",48,18,"ALTAMIRA",18,3,"Altamira",18,0.5
"1641",49,18,"ALTAMIRA",18,3,"Altamira",18,0.5
"1642",50,18,"ALTAMIRA",18,3,"Altamira",18,0.5
"1643",51,18,"ALTAMIRA",18,3,"Altamira",18,0.5
"1644",52,18,"ALTAMIRA",18,3,"Altamira",18,0.5
"1645",53,18,"ALTAMIRA",18,3,"Altamira",18,0.5
"1646",54,18,"ALTAMIRA",18,3,"Altamira",18,0.5
"1647",55,18,"ALTAMIRA",18,3,"Altamira",18,0.5
"1648",56,18,"ALTAMIRA",18,3,"Altamira",18,0.5
"1649",57,18,"ALTAMIRA",18,3,"Altamira",18,0.5
"1650",58,18,"ALTAMIRA",18,3,"Altamira",18,0.5
"1651",59,18,"ALTAMIRA",18,3,"Altamira",18,0.5
"1652",60,18,"ALTAMIRA",18,3,"Altamira",18,0.5
"1653",61,18,"ALTAMIRA",18,3,"Altamira",18,0.5
"1654",62,18,"ALTAMIRA",18,3,"Altamira",18,0.5
"1655",63,18,"ALTAMIRA",18,3,"Altamira",18,0.5
"1656",64,18,"ALTAMIRA",18,3,"Altamira",18,0.5
"1657",65,18,"ALTAMIRA",18,3,"Altamira",18,0.5
"1658",66,18,"ALTAMIRA",18,3,"Altamira",18,0.5
"1659",67,18,"ALTAMIRA",18,3,"Altamira",18,0.5
"1660",68,18,"ALTAMIRA",18,3,"Altamira",18,0.5
"1661",69,18,"ALTAMIRA",18,3,"Altamira",18,0.5
"1662",70,18,"ALTAMIRA",18,3,"Altamira",18,0.5
"1663",45,19,"ALTAMIRA",18,3,"Altamira",18,0.5
"1664",71,19,"ALTAMIRA",18,3,"Altamira",18,0.5
"1665",100,19,"ALTAMIRA",18,3,"Altamira",18,0.5
"1666",2011,NA,NA,18,3,"Altamira",18,0.5
"1667",2012,NA,NA,18,3,"Altamira",18,0.5
"1668",2013,NA,NA,18,3,"Altamira",18,0.5
"1669",2014,NA,NA,18,3,"Altamira",18,0.5
"1670",2015,NA,NA,18,3,"Altamira",18,0.5
"1671",2016,NA,NA,18,3,"Altamira",18,0.5
"1672",2017,NA,NA,18,3,"Altamira",18,0.5
"1673",2018,NA,NA,18,3,"Altamira",18,0.5
"1674",2019,NA,NA,18,3,"Altamira",18,0.5
"1675",2020,NA,NA,18,3,"Altamira",18,0.5
"1676",2021,NA,NA,18,3,"Altamira",18,0.5
"1677",2022,NA,NA,18,3,"Altamira",18,0.5
"1678",2023,NA,NA,18,3,"Altamira",18,0.5
"1679",2025,NA,NA,18,3,"Altamira",18,0.5
"1680",2026,NA,NA,18,3,"Altamira",18,0.5
"1681",2027,NA,NA,18,3,"Altamira",18,0.5
"1682",72,19,"ALTAMIRA",19,3,"Altamira",19,0.784
"1683",73,19,"ALTAMIRA",19,3,"Altamira",19,0.784
"1684",74,19,"ALTAMIRA",19,3,"Altamira",19,0.784
"1685",75,19,"ALTAMIRA",19,3,"Altamira",19,0.784
"1686",77,19,"ALTAMIRA",19,3,"Altamira",19,0.784
"1687",78,19,"ALTAMIRA",19,3,"Altamira",19,0.784
"1688",79,19,"ALTAMIRA",19,3,"Altamira",19,0.784
"1689",80,19,"ALTAMIRA",19,3,"Altamira",19,0.784
"1690",81,19,"ALTAMIRA",19,3,"Altamira",19,0.784
"1691",82,19,"ALTAMIRA",19,3,"Altamira",19,0.784
"1692",83,19,"ALTAMIRA",19,3,"Altamira",19,0.784
"1693",84,19,"ALTAMIRA",19,3,"Altamira",19,0.784
"1694",85,19,"ALTAMIRA",19,3,"Altamira",19,0.784
"1695",86,19,"ALTAMIRA",19,3,"Altamira",19,0.784
"1696",87,19,"ALTAMIRA",19,3,"Altamira",19,0.784
"1697",88,19,"ALTAMIRA",19,3,"Altamira",19,0.784
"1698",89,19,"ALTAMIRA",19,3,"Altamira",19,0.784
"1699",90,19,"ALTAMIRA",19,3,"Altamira",19,0.784
"1700",91,19,"ALTAMIRA",19,3,"Altamira",19,0.784
"1701",92,19,"ALTAMIRA",19,3,"Altamira",19,0.784
"1702",93,19,"ALTAMIRA",19,3,"Altamira",19,0.784
"1703",94,19,"ALTAMIRA",19,3,"Altamira",19,0.784
"1704",95,19,"ALTAMIRA",19,3,"Altamira",19,0.784
"1705",96,19,"ALTAMIRA",19,3,"Altamira",19,0.784
"1706",97,19,"ALTAMIRA",19,3,"Altamira",19,0.784
"1707",98,19,"ALTAMIRA",19,3,"Altamira",19,0.784
"1708",99,19,"ALTAMIRA",19,3,"Altamira",19,0.784
"1709",151,19,"CD MADERO",19,9,"Ciudad Madero",19,0.784
"1710",152,19,"CD MADERO",19,9,"Ciudad Madero",19,0.784
"1711",153,19,"CD MADERO",19,9,"Ciudad Madero",19,0.784
"1712",154,19,"CD MADERO",19,9,"Ciudad Madero",19,0.784
"1713",155,19,"CD MADERO",19,9,"Ciudad Madero",19,0.784
"1714",156,19,"CD MADERO",19,9,"Ciudad Madero",19,0.784
"1715",157,19,"CD MADERO",19,9,"Ciudad Madero",19,0.784
"1716",158,19,"CD MADERO",19,9,"Ciudad Madero",19,0.784
"1717",159,19,"CD MADERO",19,9,"Ciudad Madero",19,0.784
"1718",161,19,"CD MADERO",19,9,"Ciudad Madero",19,0.784
"1719",163,19,"CD MADERO",19,9,"Ciudad Madero",19,0.784
"1720",164,19,"CD MADERO",19,9,"Ciudad Madero",19,0.784
"1721",165,19,"CD MADERO",19,9,"Ciudad Madero",19,0.784
"1722",2024,NA,NA,19,3,"Altamira",19,0.784
"1723",2028,NA,NA,19,3,"Altamira",19,0.784
"1724",160,19,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1725",162,19,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1726",166,19,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1727",167,19,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1728",168,19,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1729",169,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1730",170,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1731",171,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1732",172,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1733",173,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1734",174,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1735",175,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1736",177,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1737",178,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1738",179,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1739",180,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1740",181,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1741",182,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1742",183,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1743",184,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1744",185,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1745",186,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1746",187,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1747",188,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1748",189,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1749",190,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1750",191,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1751",192,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1752",193,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1753",194,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1754",195,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1755",196,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1756",197,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1757",198,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1758",199,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1759",200,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1760",201,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1761",202,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1762",203,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1763",204,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1764",205,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1765",206,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1766",207,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1767",208,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1768",209,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1769",210,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1770",211,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1771",212,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1772",213,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1773",214,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1774",215,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1775",216,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1776",217,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1777",218,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1778",219,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1779",220,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1780",221,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1781",222,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1782",223,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1783",224,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1784",225,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1785",226,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1786",227,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1787",228,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1788",229,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1789",230,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1790",231,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1791",232,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1792",233,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1793",234,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1794",235,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1795",236,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1796",237,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1797",238,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1798",239,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1799",240,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1800",241,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1801",242,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1802",243,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1803",244,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1804",245,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1805",246,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1806",247,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1807",248,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1808",249,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1809",250,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1810",251,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1811",252,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1812",253,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1813",254,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1814",255,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1815",256,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1816",257,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1817",258,20,"CD MADERO",20,9,"Ciudad Madero",20,0.947
"1818",1304,21,"TAMPICO",21,38,"Tampico",21,0.958
"1819",1305,21,"TAMPICO",21,38,"Tampico",21,0.958
"1820",1306,21,"TAMPICO",21,38,"Tampico",21,0.958
"1821",1307,21,"TAMPICO",21,38,"Tampico",21,0.958
"1822",1308,21,"TAMPICO",21,38,"Tampico",21,0.958
"1823",1309,21,"TAMPICO",21,38,"Tampico",21,0.958
"1824",1310,21,"TAMPICO",21,38,"Tampico",21,0.958
"1825",1311,21,"TAMPICO",21,38,"Tampico",21,0.958
"1826",1312,21,"TAMPICO",21,38,"Tampico",21,0.958
"1827",1313,21,"TAMPICO",21,38,"Tampico",21,0.958
"1828",1314,21,"TAMPICO",21,38,"Tampico",21,0.958
"1829",1315,21,"TAMPICO",21,38,"Tampico",21,0.958
"1830",1316,21,"TAMPICO",21,38,"Tampico",21,0.958
"1831",1317,21,"TAMPICO",21,38,"Tampico",21,0.958
"1832",1318,21,"TAMPICO",21,38,"Tampico",21,0.958
"1833",1319,21,"TAMPICO",21,38,"Tampico",21,0.958
"1834",1320,21,"TAMPICO",21,38,"Tampico",21,0.958
"1835",1321,21,"TAMPICO",21,38,"Tampico",21,0.958
"1836",1322,21,"TAMPICO",21,38,"Tampico",21,0.958
"1837",1323,21,"TAMPICO",21,38,"Tampico",21,0.958
"1838",1324,21,"TAMPICO",21,38,"Tampico",21,0.958
"1839",1325,21,"TAMPICO",21,38,"Tampico",21,0.958
"1840",1326,21,"TAMPICO",21,38,"Tampico",21,0.958
"1841",1327,21,"TAMPICO",21,38,"Tampico",21,0.958
"1842",1328,21,"TAMPICO",21,38,"Tampico",21,0.958
"1843",1329,21,"TAMPICO",21,38,"Tampico",21,0.958
"1844",1330,21,"TAMPICO",21,38,"Tampico",21,0.958
"1845",1331,21,"TAMPICO",21,38,"Tampico",21,0.958
"1846",1332,21,"TAMPICO",21,38,"Tampico",21,0.958
"1847",1333,21,"TAMPICO",21,38,"Tampico",21,0.958
"1848",1334,21,"TAMPICO",21,38,"Tampico",21,0.958
"1849",1335,21,"TAMPICO",21,38,"Tampico",21,0.958
"1850",1336,21,"TAMPICO",21,38,"Tampico",21,0.958
"1851",1337,21,"TAMPICO",21,38,"Tampico",21,0.958
"1852",1338,21,"TAMPICO",21,38,"Tampico",21,0.958
"1853",1339,21,"TAMPICO",21,38,"Tampico",21,0.958
"1854",1340,21,"TAMPICO",21,38,"Tampico",21,0.958
"1855",1341,21,"TAMPICO",21,38,"Tampico",21,0.958
"1856",1342,21,"TAMPICO",21,38,"Tampico",21,0.958
"1857",1343,21,"TAMPICO",21,38,"Tampico",21,0.958
"1858",1344,21,"TAMPICO",21,38,"Tampico",21,0.958
"1859",1345,21,"TAMPICO",21,38,"Tampico",21,0.958
"1860",1346,21,"TAMPICO",21,38,"Tampico",21,0.958
"1861",1347,21,"TAMPICO",21,38,"Tampico",21,0.958
"1862",1348,21,"TAMPICO",21,38,"Tampico",21,0.958
"1863",1349,21,"TAMPICO",21,38,"Tampico",21,0.958
"1864",1350,21,"TAMPICO",21,38,"Tampico",21,0.958
"1865",1351,21,"TAMPICO",21,38,"Tampico",21,0.958
"1866",1352,21,"TAMPICO",21,38,"Tampico",21,0.958
"1867",1353,21,"TAMPICO",21,38,"Tampico",21,0.958
"1868",1354,21,"TAMPICO",21,38,"Tampico",21,0.958
"1869",1355,21,"TAMPICO",21,38,"Tampico",21,0.958
"1870",1356,21,"TAMPICO",21,38,"Tampico",21,0.958
"1871",1359,21,"TAMPICO",21,38,"Tampico",21,0.958
"1872",1360,21,"TAMPICO",21,38,"Tampico",21,0.958
"1873",1361,21,"TAMPICO",21,38,"Tampico",21,0.958
"1874",1362,21,"TAMPICO",21,38,"Tampico",21,0.958
"1875",1363,21,"TAMPICO",21,38,"Tampico",21,0.958
"1876",1364,21,"TAMPICO",21,38,"Tampico",21,0.958
"1877",1365,21,"TAMPICO",21,38,"Tampico",21,0.958
"1878",1366,21,"TAMPICO",21,38,"Tampico",21,0.958
"1879",1367,21,"TAMPICO",21,38,"Tampico",21,0.958
"1880",1368,21,"TAMPICO",21,38,"Tampico",21,0.958
"1881",1369,21,"TAMPICO",21,38,"Tampico",21,0.958
"1882",1370,21,"TAMPICO",21,38,"Tampico",21,0.958
"1883",1371,21,"TAMPICO",21,38,"Tampico",21,0.958
"1884",1372,21,"TAMPICO",21,38,"Tampico",21,0.958
"1885",1373,21,"TAMPICO",21,38,"Tampico",21,0.958
"1886",1375,21,"TAMPICO",21,38,"Tampico",21,0.958
"1887",1377,21,"TAMPICO",22,38,"Tampico",22,0.976
"1888",1378,21,"TAMPICO",22,38,"Tampico",22,0.976
"1889",1387,21,"TAMPICO",22,38,"Tampico",22,0.976
"1890",1358,22,"TAMPICO",22,38,"Tampico",22,0.976
"1891",1374,22,"TAMPICO",22,38,"Tampico",22,0.976
"1892",1376,22,"TAMPICO",22,38,"Tampico",22,0.976
"1893",1379,22,"TAMPICO",22,38,"Tampico",22,0.976
"1894",1380,22,"TAMPICO",22,38,"Tampico",22,0.976
"1895",1381,22,"TAMPICO",22,38,"Tampico",22,0.976
"1896",1382,22,"TAMPICO",22,38,"Tampico",22,0.976
"1897",1383,22,"TAMPICO",22,38,"Tampico",22,0.976
"1898",1384,22,"TAMPICO",22,38,"Tampico",22,0.976
"1899",1385,22,"TAMPICO",22,38,"Tampico",22,0.976
"1900",1386,22,"TAMPICO",22,38,"Tampico",22,0.976
"1901",1388,22,"TAMPICO",22,38,"Tampico",22,0.976
"1902",1389,22,"TAMPICO",22,38,"Tampico",22,0.976
"1903",1390,22,"TAMPICO",22,38,"Tampico",22,0.976
"1904",1391,22,"TAMPICO",22,38,"Tampico",22,0.976
"1905",1392,22,"TAMPICO",22,38,"Tampico",22,0.976
"1906",1393,22,"TAMPICO",22,38,"Tampico",22,0.976
"1907",1394,22,"TAMPICO",22,38,"Tampico",22,0.976
"1908",1395,22,"TAMPICO",22,38,"Tampico",22,0.976
"1909",1396,22,"TAMPICO",22,38,"Tampico",22,0.976
"1910",1397,22,"TAMPICO",22,38,"Tampico",22,0.976
"1911",1398,22,"TAMPICO",22,38,"Tampico",22,0.976
"1912",1399,22,"TAMPICO",22,38,"Tampico",22,0.976
"1913",1400,22,"TAMPICO",22,38,"Tampico",22,0.976
"1914",1401,22,"TAMPICO",22,38,"Tampico",22,0.976
"1915",1402,22,"TAMPICO",22,38,"Tampico",22,0.976
"1916",1403,22,"TAMPICO",22,38,"Tampico",22,0.976
"1917",1404,22,"TAMPICO",22,38,"Tampico",22,0.976
"1918",1405,22,"TAMPICO",22,38,"Tampico",22,0.976
"1919",1406,22,"TAMPICO",22,38,"Tampico",22,0.976
"1920",1407,22,"TAMPICO",22,38,"Tampico",22,0.976
"1921",1408,22,"TAMPICO",22,38,"Tampico",22,0.976
"1922",1409,22,"TAMPICO",22,38,"Tampico",22,0.976
"1923",1410,22,"TAMPICO",22,38,"Tampico",22,0.976
"1924",1411,22,"TAMPICO",22,38,"Tampico",22,0.976
"1925",1412,22,"TAMPICO",22,38,"Tampico",22,0.976
"1926",1413,22,"TAMPICO",22,38,"Tampico",22,0.976
"1927",1414,22,"TAMPICO",22,38,"Tampico",22,0.976
"1928",1415,22,"TAMPICO",22,38,"Tampico",22,0.976
"1929",1416,22,"TAMPICO",22,38,"Tampico",22,0.976
"1930",1417,22,"TAMPICO",22,38,"Tampico",22,0.976
"1931",1418,22,"TAMPICO",22,38,"Tampico",22,0.976
"1932",1419,22,"TAMPICO",22,38,"Tampico",22,0.976
"1933",1420,22,"TAMPICO",22,38,"Tampico",22,0.976
"1934",1421,22,"TAMPICO",22,38,"Tampico",22,0.976
"1935",1422,22,"TAMPICO",22,38,"Tampico",22,0.976
"1936",1423,22,"TAMPICO",22,38,"Tampico",22,0.976
"1937",1424,22,"TAMPICO",22,38,"Tampico",22,0.976
"1938",1425,22,"TAMPICO",22,38,"Tampico",22,0.976
"1939",1426,22,"TAMPICO",22,38,"Tampico",22,0.976
"1940",1427,22,"TAMPICO",22,38,"Tampico",22,0.976
"1941",1428,22,"TAMPICO",22,38,"Tampico",22,0.976
"1942",1429,22,"TAMPICO",22,38,"Tampico",22,0.976
"1943",1430,22,"TAMPICO",22,38,"Tampico",22,0.976
"1944",1431,22,"TAMPICO",22,38,"Tampico",22,0.976
"1945",1432,22,"TAMPICO",22,38,"Tampico",22,0.976
"1946",1433,22,"TAMPICO",22,38,"Tampico",22,0.976
"1947",1434,22,"TAMPICO",22,38,"Tampico",22,0.976
"1948",1435,22,"TAMPICO",22,38,"Tampico",22,0.976
"1949",1436,22,"TAMPICO",22,38,"Tampico",22,0.976
